"ASX code","Company name","Listing date","GICs industry group","Market Cap"
"SOL","WASHINGTON H SOUL PATTINSON & COMPANY LIMITED","1903-01-21","Energy",8606261754
"SOM","SOMNOMED LIMITED","2004-08-27","Health Care Equipment & Services",181242900
"SOP","SYNERTEC CORPORATION LIMITED","2013-05-28","Commercial & Professional Services",35021335
"SOR","STRATEGIC ELEMENTS LIMITED","2011-08-11","Diversified Financials",141758660
"SOV","SOVEREIGN CLOUD HOLDINGS LIMITED","2020-12-14","Software & Services",63218736
"SP3","SPECTUR LIMITED","2017-08-01","Technology Hardware & Equipment",9780086
"SPA","SPACETALK LTD","2001-07-17","Media & Entertainment",33144789
"SPK","SPARK NEW ZEALAND LIMITED","1991-08-22","Telecommunication Services",8775487937
"SPL","STARPHARMA HOLDINGS LIMITED","2000-09-28","Pharmaceuticals, Biotechnology & Life Sciences",487293631
"SPN","SPARC TECHNOLOGIES LIMITED","1986-07-03","Materials",48619814
"SPQ","SUPERIOR RESOURCES LIMITED","2007-11-12","Materials",17957365
"SPT","SPLITIT PAYMENTS LTD","2019-01-29","Software & Services",202798402
"SPZ","SMART PARKING LIMITED","2007-01-09","Technology Hardware & Equipment",84148732
"SRG","SRG GLOBAL LIMITED","2007-08-17","Capital Goods",242959046
"SRH","SAFEROADS HOLDINGS LIMITED","2005-12-15","Transportation",9365446
"SRI","SIPA RESOURCES LIMITED","1990-08-23","Materials",10950858
"SRJ","SRJ TECHNOLOGIES GROUP PLC","2020-09-18","Energy",35109534
"SRK","STRIKE RESOURCES LIMITED","2000-03-07","Materials",45900000
"SRL","SUNRISE ENERGY METALS LIMITED","2007-11-09","Commercial & Professional Services",175162575
"SRN","SUREFIRE RESOURCES NL","1999-06-11","Materials",15460346
"SRV","SERVCORP LIMITED","1999-12-06","Real Estate",313689957
"SRY","STORY-I LIMITED","2015-01-20","Retailing","N/A"
"SRZ","STELLAR RESOURCES LIMITED","2005-04-28","Materials",21683468
"SSG","SHAVER SHOP GROUP LIMITED","2016-07-01","Retailing",139117494
"SSH","SSH GROUP LTD",,"Class Pend",0
"SSL","SIETEL LIMITED","1974-01-01","Real Estate",64059832
"SSM","SERVICE STREAM LIMITED","2004-12-09","Capital Goods",520480364
"SSR","SSR MINING INC.","2020-09-17","Materials",4841079514
"SST","STEAMSHIPS TRADING COMPANY LIMITED","1962-06-30","Capital Goods",294578252
"ST1","SPIRIT TECHNOLOGY SOLUTIONS LTD","1999-10-22","Telecommunication Services",163073012
"STA","STRANDLINE RESOURCES LIMITED","2000-05-17","Materials",212875905
"STG","STRAKER TRANSLATIONS LIMITED","2018-10-22","Media & Entertainment",117103128
"STK","STRICKLAND METALS LIMITED","2006-04-06","Materials",42144687
"STM","SUNSTONE METALS LTD","2007-03-22","Materials",53039704
"STN","SATURN METALS LIMITED","2018-03-09","Materials",47861167
"STO","SANTOS LIMITED","1954-10-01","Energy",12790025492
"STX","STRIKE ENERGY LIMITED","2004-08-05","Energy",536186098
"SUD","SUDA PHARMACEUTICALS LTD","2002-01-24","Pharmaceuticals, Biotechnology & Life Sciences",27406739
"SUH","SOUTHERN HEMISPHERE MINING LIMITED","2010-01-05","Materials",11977548
"SUL","SUPER RETAIL GROUP LIMITED","2004-07-06","Retailing",2759599830
"SUN","SUNCORP GROUP LIMITED","1988-07-07","Insurance",16114061438
"SUP","SUPERIOR LAKE RESOURCES LIMITED","2009-12-18","Materials","N/A"
"SUV","SUVO STRATEGIC MINERALS LIMITED","2011-05-17","Materials",84898794
"SVL","SILVER MINES LIMITED","2007-01-19","Materials",250292605
"SVLNC","SILVER MINES LIMITED","2007-01-19","Materials",250292605
"SVM","SOVEREIGN METALS LIMITED","2007-01-22","Materials",241295151
"SVS","SUNVEST CORPORATION LIMITED","1987-08-20","Not Applic",7234619
"SVW","SEVEN GROUP HOLDINGS LIMITED","2010-04-30","Capital Goods",7686594042
"SVY","STAVELY MINERALS LIMITED","2014-05-07","Materials",114823039
"SW1","SWIFT MEDIA LIMITED","1994-06-30","Media & Entertainment",15630214
"SWF","SELFWEALTH LIMITED","2017-11-23","Diversified Financials",77890748
"SWK","SWICK MINING SERVICES LTD","2006-11-01","Materials",66209046
"SWM","SEVEN WEST MEDIA LIMITED","1992-01-09","Media & Entertainment",722876153
"SWP","SWOOP HOLDINGS LIMITED","1988-10-06","Telecommunication Services",287063117
"SXE","SOUTHERN CROSS ELECTRICAL ENGINEERING LTD","2007-11-28","Capital Goods",151310562
"SXL","SOUTHERN CROSS MEDIA GROUP LIMITED","2005-11-17","Media & Entertainment",568060158
"SXY","SENEX ENERGY LIMITED","1984-08-15","Energy",587626484
"SYA","SAYONA MINING LIMITED","2004-03-30","Materials",887271340
"SYD","SYDNEY AIRPORT","2002-04-02","Transportation",21319731999
"SYR","SYRAH RESOURCES LIMITED","2007-09-11","Materials",655148087
"SYT","SYNTONIC LIMITED","2007-06-12","Software & Services","N/A"
"SZL","SEZZLE INC.","2019-07-30","Software & Services",1341479686
"T3D","333D LIMITED","2006-12-27","Commercial & Professional Services",4186133
"TAH","TABCORP HOLDINGS LIMITED","1994-08-15","Consumer Services",10774845093
"TAM","TANAMI GOLD NL","1986-12-11","Materials",82256793
"TAR","TARUGA MINERALS LIMITED","2012-02-07","Materials",25090940
"TAS","TASMAN RESOURCES LTD","2001-12-18","Materials",20134568
"TBA","TOMBOLA GOLD LTD","2012-05-03","Materials",26006127
"TBN","TAMBORAN RESOURCES LIMITED","2021-07-02","Energy",150157928
"TBR","TRIBUNE RESOURCES LIMITED","1989-05-04","Materials",263914427
"TCF","360 CAPITAL ENHANCED INCOME FUND","2006-10-17","Not Applic",20453724
"TCG","TURACO GOLD LIMITED","2008-07-22","Materials",41861946
"TCL","TRANSURBAN GROUP","1996-03-14","Transportation",39173522116
"TCO","TRANSMETRO CORPORATION LIMITED","1987-09-17","Consumer Services",11241534
"TD1","TALI DIGITAL LIMITED","2004-09-23","Health Care Equipment & Services",30752891
"TDO","3D OIL LIMITED","2007-05-22","Energy",15115737
"TEG","TRIANGLE ENERGY (GLOBAL) LIMITED","2006-01-06","Energy",19355561
"TEK","THORNEY TECHNOLOGIES LTD","2005-05-10","Not Applic",183066886
"TEM","TEMPEST MINERALS LIMITED","2017-03-28","Materials",5306244
"TER","TERRACOM LIMITED","2010-07-22","Energy",116809183
"TES","TEST SECURITY",,"Class Pend",0
"TESN","TEST SECURITY",,"Class Pend",0
"TFL","TASFOODS LIMITED","1999-12-16","Food, Beverage & Tobacco",36949779
"TG1","TECHGEN METALS LTD","2021-04-07","Materials",9193879
"TGA","THORN GROUP LIMITED","2006-12-13","Retailing",69677924
"TGF","TRIBECA GLOBAL NATURAL RESOURCES LIMITED","2018-10-12","Not Applic",130995000
"TGG","TEMPLETON GLOBAL GROWTH FUND LIMITED","1987-05-28","Not Applic",312993356
"TGH","TERRAGEN HOLDINGS LIMITED","2019-12-11","Materials",54952057
"TGM","THETA GOLD MINES LIMITED","2011-04-07","Materials",95619267
"TGN","TUNGSTEN MINING NL","2012-12-17","Materials",110097998
"TGP","360 CAPITAL GROUP","2005-07-26","Real Estate",190939467
"TGR","TASSAL GROUP LIMITED","2003-11-12","Food, Beverage & Tobacco",766555136
"THR","THOR MINING PLC","2006-09-27","Materials",22734353
"TI1","TOMBADOR IRON LIMITED","2004-11-22","Real Estate",118390013
"TIA","TIAN AN AUSTRALIA LIMITED","1985-12-11","Real Estate",26848737
"TIE","TIETTO MINERALS LIMITED","2018-01-18","Materials",150541200
"TIG","TIGERS REALM COAL LIMITED","2011-08-29","Materials",169867131
"TIN","TNT MINES LIMITED","2017-11-03","Materials",21008440
"TIP","TEAMINVEST PRIVATE GROUP LIMITED","2019-05-24","Diversified Financials",78952083
"TKL","TRAKA RESOURCES LIMITED","2003-11-20","Materials",8709511
"TKM","TREK METALS LIMITED","2007-07-05","Materials",23038725
"TLG","TALGA GROUP LTD","2010-07-09","Materials",412392672
"TLM","TALISMAN MINING LIMITED","2005-11-25","Materials",30793684
"TLS","TELSTRA CORPORATION LIMITED.","1997-11-17","Telecommunication Services",46264928656
"TLX","TELIX PHARMACEUTICALS LIMITED","2017-11-15","Pharmaceuticals, Biotechnology & Life Sciences",1906590472
"TMB","TAMBOURAH METALS LTD","2021-08-12","Materials",12990000
"TMG","TRIGG MINING LTD.","2019-10-03","Materials",12596421
"TMH","THE MARKET HERALD LIMITED","2016-09-15","Media & Entertainment",122721526
"TMK","TAMASKA OIL AND GAS LTD","2008-07-10","Energy",9400000
"TML","TIMAH RESOURCES LIMITED","2015-09-16","Utilities",7335542
"TMR","TEMPUS RESOURCES LTD","2018-08-15","Materials",26867822
"TMS","TENNANT MINERALS NL","2004-08-17","Materials",11169030
"TMT","TECHNOLOGY METALS AUSTRALIA LIMITED","2016-12-21","Materials",66078345
"TMX","TERRAIN MINERALS LIMITED","2006-03-23","Materials",6621849
"TMZ","THOMSON RESOURCES LIMITED","2010-12-17","Materials",51042607
"TNE","TECHNOLOGY ONE LIMITED","1999-12-08","Software & Services",3306549592
"TNG","TNG LIMITED","1971-02-18","Materials",97460769
"TNK","THINK CHILDCARE GROUP","2014-10-24","Consumer Services",194522120
"TNP","TRIPLE ENERGY LIMITED","2005-12-14","Energy","N/A"
"TNR","TORIAN RESOURCES LIMITED","1986-06-30","Materials",24342840
"TNT","TESSERENT LIMITED","2016-02-15","Software & Services",251510471
"TNY","TINYBEANS GROUP LTD","2017-04-21","Media & Entertainment",53002195
"TOE","TORO ENERGY LIMITED","2006-03-24","Energy",70152159
"TOM","TOMIZONE LIMITED","1974-01-01","Telecommunication Services","N/A"
"TON","TRITON MINERALS LTD","2009-08-14","Materials",38571914
"TOP","THORNEY OPPORTUNITIES LTD","2000-03-22","Not Applic",111925087
"TOR","TORQUE METALS LIMITED..","2021-06-25","Materials",15076445
"TOT","360 CAPITAL REIT","2015-04-22","Diversified Financials",131491018
"TOU","TLOU ENERGY LIMITED","2013-04-09","Energy",32410748
"TOY","TOYS'R'US ANZ LIMITED","2000-09-14","Retailing",131495623
"TPC","TPC CONSOLIDATED LIMITED","2007-07-16","Utilities",41634744
"TPD","TALON ENERGY LTD","2013-02-28","Energy",48480316
"TPG","TPG TELECOM LIMITED.","2020-06-30","Telecommunication Services",11751039348
"TPO","TIAN POH RESOURCES LIMITED","2014-11-11","Materials","N/A"
"TPP","TEMPO AUSTRALIA LTD","1980-12-04","Commercial & Professional Services",21758130
"TPS","THREAT PROTECT AUSTRALIA LIMITED","1994-03-03","Commercial & Professional Services",5301038
"TPW","TEMPLE & WEBSTER GROUP LTD","2015-12-10","Retailing",1674295699
"TRA","TURNERS AUTOMOTIVE GROUP LIMITED","2017-07-28","Retailing",245297357
"TRJ","TRAJAN GROUP HOLDINGS LIMITED","2021-06-07","Pharmaceuticals, Biotechnology & Life Sciences",436593222
"TRL","TANGA RESOURCES LIMITED","2011-03-09","Materials",13322443
"TRM","TRUSCOTT MINING CORPORATION LIMITED","2007-04-18","Materials",4406305
"TRN","TORRENS MINING LIMITED","2021-01-07","Materials",20988557
"TRS","THE REJECT SHOP LIMITED","2004-06-01","Retailing",239158121
"TRT","TODD RIVER RESOURCES LIMITED","2017-04-06","Materials",36248227
"TRU","TRUSCREEN GROUP LIMITED","2021-01-06","Health Care Equipment & Services",21771975
"TRY","TROY RESOURCES LIMITED","1987-03-05","Materials","N/A"
"TSC","TWENTY SEVEN CO. LIMITED","2006-10-18","Energy",7982442
"TSI","TOP SHELF INTERNATIONAL HOLDINGS LTD","2020-12-10","Food, Beverage & Tobacco",91472078
"TSL","TITANIUM SANDS LIMITED","1988-12-22","Materials","N/A"
"TSO","TESORO RESOURCES LIMITED","2004-01-28","Materials",63336051
"TTA","TTA HOLDINGS LIMITED","2006-02-16","Retailing",4947243
"TTB","TOTAL BRAIN LIMITED","2001-08-28","Health Care Equipment & Services",30013004
"TTI","TRAFFIC TECHNOLOGIES LTD.","1998-02-17","Transportation",22664561
"TTL","TRANSCENDENCE TECHNOLOGIES LIMITED","2003-03-21","Software & Services","N/A"
"TTM","TITAN MINERALS LIMITED","2006-11-15","Materials",139261603
"TTT","TITOMIC LIMITED","2017-09-21","Materials",55936129
"TUA","TUAS LIMITED","2020-06-30","Telecommunication Services",396642213
"TUL","TULLA RESOURCES PLC","2021-03-18","Materials",131894487
"TV2","TV2U INTERNATIONAL LIMITED","2007-06-07","Software & Services","N/A"
"TWD","TAMAWOOD LIMITED","2000-08-14","Consumer Durables & Apparel",103199880
"TWE","TREASURY WINE ESTATES LIMITED","2011-05-10","Food, Beverage & Tobacco",8958135864
"TWR","TOWER LIMITED","1999-09-28","Insurance",293044844
"TYM","TYMLEZ GROUP LIMITED","2018-12-13","Software & Services",15789624
"TYR","TYRO PAYMENTS LIMITED","2019-12-06","Software & Services",1916810648
"TYX","TYRANNA RESOURCES LIMITED","2007-07-11","Materials",6411803
"TZL","TZ LIMITED","1987-01-22","Technology Hardware & Equipment",19317561
"TZN","TERRAMIN AUSTRALIA LIMITED.","2003-12-23","Materials",78312821
"UBI","UNIVERSAL BIOSENSORS INC.","2006-12-13","Health Care Equipment & Services",149350743
"UBN","URBANISE.COM LIMITED","2014-09-22","Software & Services",77783805
"UCM","USCOM LIMITED","2003-12-10","Health Care Equipment & Services",23488559
"UCW","UCW LIMITED","2004-06-25","Consumer Services",14689306
"UMG","UNITED MALT GROUP LIMITED","2020-03-24","Food, Beverage & Tobacco",1316388194
"UNI","UNIVERSAL STORE HOLDINGS LIMITED","2020-11-16","Retailing",556288354
"UOS","UNITED OVERSEAS AUSTRALIA LIMITED","1988-02-17","Real Estate",1111742649
"URF","US MASTERS RESIDENTIAL PROPERTY FUND","2012-07-23","Real Estate",136597378
"URW","UNIBAIL-RODAMCO-WESTFIELD","2018-05-31","Real Estate",16631329920
"UUL","ULTIMA UNITED LIMITED","2007-06-01","Real Estate",45450665
"UUV","UUV AQUABOTIX LTD","2017-04-28","Capital Goods","N/A"
"UWL","UNITI GROUP LIMITED","2019-02-13","Telecommunication Services",2871050842
"VAL","VALOR RESOURCES LIMITED","1997-08-29","Materials",35385977
"VAN","VANGO MINING LIMITED","2005-03-08","Materials",69247609
"VAR","VARISCAN MINES LIMITED","1987-08-20","Materials",15700314
"VBC","VERBREC LIMITED","2007-12-11","Capital Goods",29899283
"VBS","VECTUS BIOSYSTEMS LIMITED","2016-02-23","Pharmaceuticals, Biotechnology & Life Sciences",41785120
"VCX","VICINITY CENTRES","2011-12-05","Real Estate",8057527384
"VEA","VIVA ENERGY GROUP LIMITED","2018-07-13","Energy",3440346705
"VEE","VEEM LTD","2016-10-26","Capital Goods",175500000
"VEN","VINTAGE ENERGY LTD","2018-09-17","Energy",38739574
"VG1","VGI PARTNERS GLOBAL INVESTMENTS LIMITED","2017-09-28","Not Applic",831431866
"VG8","VGI PARTNERS ASIAN INVESTMENTS LIMITED","2019-11-13","Not Applic",478633469
"VGI","VGI PARTNERS LIMITED","2019-06-21","Diversified Financials",445363358
"VGL","VISTA GROUP INTERNATIONAL LIMITED.","2014-08-11","Software & Services",528562216
"VHT","VOLPARA HEALTH TECHNOLOGIES LIMITED","2016-04-27","Health Care Equipment & Services",296596636
"VIA","VIAGOLD RARE EARTH RESOURCES HOLDINGS LIMITED","1996-02-07","Materials",3499121
"VIC","VICTORY MINES LIMITED","2012-10-09","Materials",13100506
"VIG","VICTOR GROUP HOLDINGS LIMITED","2014-05-09","Software & Services",17166800
"VII","VIETNAM INDUSTRIAL INVESTMENTS LIMITED","1995-09-18","Materials","N/A"
"VIP","VIP GLOVES LTD","1997-02-05","Health Care Equipment & Services",33007020
"VKA","VIKING MINES LIMITED","2010-05-12","Materials",19403910
"VLS","VITA LIFE SCIENCES LIMITED..","2007-08-23","Pharmaceuticals, Biotechnology & Life Sciences",63709661
"VMC","VENUS METALS CORPORATION LIMITED","2007-06-12","Materials",24172589
"VMG","VDM GROUP LIMITED","2006-02-15","Capital Goods",13855322
"VML","VITAL METALS LIMITED","2005-10-11","Materials",283252850
"VMS","VENTURE MINERALS LIMITED","2006-09-22","Materials",104070387
"VMT","VMOTO LIMITED","2002-01-31","Automobiles & Components",105833832
"VMX","VALMEC LIMITED","2005-01-13","Energy",51418519
"VMY","VIMY RESOURCES LIMITED","2008-05-23","Energy",126179839
"VN8","VONEX LIMITED..","2018-06-13","Telecommunication Services",31565296
"VOL","VICTORY OFFICES LIMITED","2019-06-14","Real Estate",24466442
"VOR","VORTIV LIMITED","2001-08-08","Software & Services",5199401
"VPR","VOLT POWER GROUP LIMITED","1991-04-18","Utilities",28033601
"VR1","VECTION TECHNOLOGIES LTD","2017-03-17","Software & Services",101286013
"VR8","VANADIUM RESOURCES LIMITED","2017-11-03","Materials",25525090
"VRC","VOLT RESOURCES LIMITED","2003-12-19","Materials",73201548
"VRS","VERIS LIMITED","2008-06-25","Commercial & Professional Services",34746831
"VRT","VIRTUS HEALTH LIMITED","2013-06-11","Health Care Equipment & Services",567965653
"VRX","VRX SILICA LIMITED","2011-02-24","Materials",124172557
"VTG","VITA GROUP LIMITED","2005-11-02","Retailing",151528074
"VTI","VISIONEERING TECHNOLOGIES, INC.","2017-03-28","Health Care Equipment & Services",23635500
"VUK","VIRGIN MONEY UK PLC","2016-02-03","Banks",5745573790
"VUL","VULCAN ENERGY RESOURCES LIMITED","2018-05-30","Materials",1476298809
"VVA","VIVA LEISURE LIMITED","2019-06-07","Consumer Services",129900610
"VXR","VENTUREX RESOURCES LIMITED","2007-04-27","Materials",434544923
"VYS","VYSARN LIMITED","2007-12-14","Materials",33278204
"W2V","WAY 2 VAT LTD.",,"Class Pend",0
"WAA","WAM ACTIVE LIMITED","2008-01-11","Not Applic",78309253
"WAF","WEST AFRICAN RESOURCES LIMITED","2010-06-11","Materials",927572219
"WAK","WA KAOLIN LIMITED","2020-11-26","Materials",65049034
"WAM","WAM CAPITAL LIMITED","1999-08-12","Not Applic",2020134146
"WAR","WAM STRATEGIC VALUE LIMITED","2021-06-28","Not Applic",229500001
"WAT","WATERCO LIMITED","1989-03-23","Consumer Durables & Apparel",112059959
"WAX","WAM RESEARCH LIMITED","2003-08-19","Not Applic",334848847
"WBC","WESTPAC BANKING CORPORATION","1970-07-18","Banks",95786932107
"WBE","WHITEBARK ENERGY LTD","2004-03-10","Energy","N/A"
"WBT","WEEBIT NANO LTD","2010-12-21","Technology Hardware & Equipment","N/A"
"WC1","WEST COBAR METALS LIMITED",,"Materials",0
"WC8","WILDCAT RESOURCES LIMITED","2004-08-04","Materials",12420000
"WCG","WEBCENTRAL GROUP LIMITED.","1999-12-14","Software & Services",86297327
"WCN","WHITE CLIFF MINERALS LIMITED","2007-12-14","Materials",5689160
"WEB","WEBJET LIMITED","1997-11-19","Retailing",2175516361
"WEC","WHITE ENERGY COMPANY LIMITED","1999-07-23","Energy",92937446
"WEL","WINCHESTER ENERGY LTD","2014-09-23","Energy",15095497
"WES","WESFARMERS LIMITED","1984-11-15","Retailing",65728718829
"WFL","WELLFULLY LIMITED","2000-05-29","Pharmaceuticals, Biotechnology & Life Sciences",26227558
"WGB","WAM GLOBAL LIMITED","2018-06-22","Not Applic",638732526
"WGN","WAGNERS HOLDING COMPANY LIMITED","2017-12-08","Materials",336954397
"WGO","WARREGO ENERGY LIMITED","2007-12-12","Energy",263132550
"WGR","WESTERN GOLD RESOURCES LIMITED.","2021-07-23","Materials",15461250
"WGX","WESTGOLD RESOURCES LIMITED.","2016-12-06","Materials",761315098
"WHC","WHITEHAVEN COAL LIMITED","2007-06-01","Energy",2715854330
"WHF","WHITEFIELD LIMITED","1971-08-02","Not Applic",613389391
"WHK","WHITEHAWK LIMITED","2018-01-24","Retailing",37467299
"WIC","WESTOZ INVESTMENT COMPANY LIMITED","2009-09-16","Not Applic",152402040
"WIN","WIDGIE NICKEL LIMITED",,"Class Pend",0
"WJA","WAMEJA LIMITED","2000-09-08","Software & Services",178600473
"WKT","WALKABOUT RESOURCES LTD","2006-11-07","Materials",99970581
"WLD","WELLARD LIMITED","2015-12-10","Food, Beverage & Tobacco",39843773
"WLE","WAM LEADERS LIMITED","2016-05-30","Not Applic",1509025972
"WLS","WCM GLOBAL LONG SHORT LIMITED","2015-08-14","Not Applic",25503025
"WMA","WAM ALTERNATIVE ASSETS LIMITED","2014-06-25","Not Applic",197811517
"WMC","WILUNA MINING CORPORATION LIMITED.","2006-09-28","Materials",162264966
"WMG","WESTERN MINES GROUP LTD","2021-07-20","Materials",8322000
"WMI","WAM MICROCAP LIMITED","2017-06-28","Not Applic",433148007
"WML","WOOMERA MINING LIMITED","2005-09-15","Materials",10494658
"WNB","WELLNESS AND BEAUTY SOLUTIONS LIMITED","2016-01-14","Consumer Services","N/A"
"WNR","WINGARA AG LTD","1990-01-31","Food, Beverage & Tobacco",14606050
"WNX","WELLNEX LIFE LIMITED","2017-03-15","Food, Beverage & Tobacco",31847110
"WOA","WIDE OPEN AGRICULTURE LTD","2018-07-06","Food, Beverage & Tobacco",87903596
"WOO","WOOBOARD TECHNOLOGIES LIMITED","2015-07-09","Software & Services",7644325
"WOR","WORLEY LIMITED","2002-11-28","Energy",5508087775
"WOT","WOTSO PROPERTY","2011-10-28","Real Estate",224831894
"WOW","WOOLWORTHS GROUP LIMITED","1993-07-12","Food & Staples Retailing",52100536656
"WPL","WOODSIDE PETROLEUM LTD","1971-11-18","Energy",19021066950
"WPR","WAYPOINT REIT","2016-08-03","Real Estate",2205912036
"WQG","WCM GLOBAL GROWTH LIMITED","2017-06-23","Not Applic",291459995
"WRM","WHITE ROCK MINERALS LIMITED","2010-10-08","Materials",48438362
"WSA","WESTERN AREAS LIMITED","2000-07-28","Materials",1026041664
"WSI","WESTSTAR INDUSTRIAL LIMITED","2006-06-07","Materials",22435961
"WSP","WHISPIR LIMITED","2019-06-19","Software & Services",274741496
"WSR","WESTAR RESOURCES LIMITED","2020-12-17","Materials",9828808
"WTC","WISETECH GLOBAL LIMITED","2016-04-11","Software & Services",15743198716
"WTL","WT FINANCIAL GROUP LIMITED","2015-03-09","Diversified Financials",36465680
"WWG","WISEWAY GROUP LIMITED","2018-10-31","Transportation",51197663
"WWI","WEST WITS MINING LIMITED","2007-12-19","Materials",100245395
"WZR","WISR LIMITED","1989-03-16","Diversified Financials",368600944
"X2M","X2M CONNECT LIMITED",,"Class Pend",0
"XAM","XANADU MINES LTD","2010-12-21","Materials",33994019
"XF1","XREF LIMITED","2007-04-18","Software & Services",82039161
"XRF","XRF SCIENTIFIC LIMITED","2006-10-31","Capital Goods",74008601
"XRO","XERO LIMITED","2012-11-08","Software & Services",22504504628
"XST","XSTATE RESOURCES LIMITED","1988-01-14","Energy",11253136
"XTC","XANTIPPE RESOURCES LIMITED","2007-08-15","Materials",8149129
"XTE","XTEK LIMITED.","2005-09-15","Capital Goods",22731699
"YAL","YANCOAL AUSTRALIA LIMITED","2012-06-28","Energy",3050215099
"YBR","YELLOW BRICK ROAD HOLDINGS LIMITED","2008-01-31","Banks",28886131
"YFZ","YOUFOODZ HOLDINGS LIMITED","2020-12-08","Food, Beverage & Tobacco",123783671
"YOJ","YOJEE LIMITED","2010-12-02","Software & Services",248094856
"YOW","YOWIE GROUP LTD","1999-09-15","Food, Beverage & Tobacco",10054123
"YPB","YPB GROUP LTD","2005-03-07","Commercial & Professional Services",9983641
"YRL","YANDAL RESOURCES LIMITED","2018-12-14","Materials",52228776
"Z1P","ZIP CO LIMITED.","2009-12-09","Diversified Financials",3878734936
"Z2U","ZOOM2U TECHNOLOGIES LIMITED",,"Class Pend",0
"ZAG","ZULEIKA GOLD LIMITED","2010-08-23","Materials",11892708
"ZBT","ZEBIT INC.","2020-10-26","Retailing",80404197
"ZEL","Z ENERGY LIMITED.","2013-08-19","Energy",1769621300
"ZEO","ZEOTECH LIMITED","2009-10-16","Materials",118873238
"ZER","ZETA RESOURCES LIMITED","2013-06-12","Not Applic",209421505
"ZEU","ZEUS RESOURCES LIMITED","2013-01-21","Energy",15559650
"ZGL","ZICOM GROUP LIMITED","1970-11-12","Capital Goods",22799782
"ZIM","ZIMPLATS HOLDINGS LIMITED","1998-10-15","Materials",2476742303
"ZLD","ZELIRA THERAPEUTICS LIMITED","2003-07-28","Pharmaceuticals, Biotechnology & Life Sciences",41661304
"ZMI","ZINC OF IRELAND NL","2007-09-18","Materials",7987322
"ZMM","ZIMI LIMITED","2007-09-10","Technology Hardware & Equipment",11309729
"ZNC","ZENITH MINERALS LIMITED","2007-05-29","Materials",66064736
"ZNO","ZOONO GROUP LIMITED","1988-07-21","Materials",80905226
